Scan Type:,SLOW
Start Pos:,4.50,End Pos:,19.50
Scan Length:,15.00
Motor Speed:,0.5000
Scan Time:,30.0000
Number of Points:,8000
Time,Amplitude,Frequency,Spectrum
0,24,0,-36.9040816377119
0.0125881168177241,24,0.01,-36.0367597195327
0.0251762336354481,24,0.02,-41.2020630217615
0.0377643504531722,24,0.03,-34.5043635494119
0.0503524672708963,24,0.04,-36.0971057166871
0.0629405840886203,24,0.05,-36.9478249638018
0.0755287009063444,24,0.06,-35.3877727652825
0.0881168177240685,24,0.07,-34.5970974992789
0.100704934541793,24,0.08,-32.4989768498336
0.113293051359517,24,0.09,-31.4625229329054
0.125881168177241,24,0.1,-30.5489180674477
0.138469284994965,24,0.11,-31.5125462020404
0.151057401812689,24,0.12,11.0019099959466
0.163645518630413,24,0.13,20.1666087442507
0.176233635448137,24,0.14,23.8576596539456
0.188821752265861,21,0.15,24.6052941664914
0.201409869083585,20.5,0.16,23.9540233959029
0.213997985901309,20,0.17,26.918618618721
0.226586102719033,19.5,0.18,29.8401449306104
0.239174219536757,21,0.19,29.841813272378
0.251762336354481,21,0.2,28.4127613607213
0.264350453172205,21.5,0.21,28.1547727031215
0.27693856998993,23.5,0.22,29.2141575823419
0.289526686807654,22.5,0.23,30.4806611144027
0.302114803625378,21.5,0.24,30.9303114466465
0.314702920443102,20.5,0.25,30.6493744788665
0.327291037260826,20,0.26,31.8837904607604
0.33987915407855,20,0.27,33.3217781071279
0.352467270896274,18,0.28,33.5522134211888
0.365055387713998,19,0.29,33.104526688447
0.377643504531722,19,0.3,33.9858466402774
0.390231621349446,19,0.31,35.0121510562438
0.40281973816717,19.5,0.32,35.3023317198948
0.415407854984895,18.5,0.33,34.2915499358104
0.427995971802619,19,0.34,34.1454060444971
0.440584088620343,17.5,0.35,34.8844304534046
0.453172205438067,14.5,0.36,35.4246039466293
0.465760322255791,15,0.37,35.9083043870233
0.478348439073515,15.5,0.38,35.8687298393413
0.490936555891239,17,0.39,35.5646884913233
0.503524672708963,17.5,0.4,35.5356296577213
0.516112789526687,17,0.41,35.9748432269966
0.528700906344411,16,0.42,36.1821232606057
0.541289023162135,17.5,0.43,35.5741149504916
0.55387713997986,18,0.44,35.4590442113735
0.566465256797584,18,0.45,35.1198299212201
0.579053373615308,20,0.46,34.9695252477404
0.591641490433032,19.5,0.47,35.2319774514039
0.604229607250756,19,0.48,35.0350932042128
0.61681772406848,14.5,0.49,34.787002480038
0.629405840886204,13,0.5,34.1551222191939
0.641993957703928,11.5,0.51,34.4437532509762
0.654582074521652,11,0.52,34.5761096668238
0.667170191339376,8.5,0.53,34.4819064430428
0.6797583081571,10,0.54,33.9676409639082
0.692346424974825,9.5,0.55,33.964552946181
0.704934541792549,12,0.56,33.8981697501264
0.717522658610273,11,0.57,31.822261882011
0.730110775427997,13,0.58,31.7651815899194
0.742698892245721,13.5,0.59,33.0061466928221
0.755287009063445,13.5,0.6,33.3132585208541
0.767875125881169,11.5,0.61,33.6058858590686
0.780463242698893,10.5,0.62,33.5815620112975
0.793051359516617,11.5,0.63,33.7270773583356
0.805639476334341,11.5,0.64,33.8965704255644
0.818227593152066,13,0.65,33.763364389027
0.83081570996979,13,0.66,33.6459186328698
0.843403826787514,14,0.67,33.8626934643271
0.855991943605238,15.5,0.68,33.9828660385643
0.868580060422962,14,0.69,33.9778998437158
0.881168177240686,14.5,0.7,33.7127396527256
0.89375629405841,16,0.71,33.5087097276427
0.906344410876134,13,0.72,33.0737226743054
0.918932527693858,14,0.73,33.105387554656
0.931520644511582,15,0.74,33.0314213000531
0.944108761329306,13.5,0.75,32.8797499730354
0.956696878147031,14.5,0.76,32.2203565512818
0.969284994964755,15,0.77,31.1930004295804
0.981873111782479,16,0.78,30.5475226672174
0.994461228600203,18.5,0.79,31.3539762547551
1.00704934541793,21,0.8,31.1449003102963
1.01963746223565,21,0.81,30.7023279394584
1.03222557905337,20.5,0.82,30.4381724128856
1.0448136958711,19,0.83,29.8182665335943
1.05740181268882,17,0.84,29.2383727134846
1.06998992950655,16,0.85,28.7958607157957
1.08257804632427,14.5,0.86,28.4512951298851
1.09516616314199,13,0.87,28.0354018517512
1.10775427995972,14,0.88,27.5767716324041
1.12034239677744,14.5,0.89,26.885873872358
1.13293051359517,15.5,0.9,26.5194037425056
1.14551863041289,15.5,0.91,26.3014393184398
1.15810674723061,15,0.92,26.0158614500699
1.17069486404834,15.5,0.93,25.5764952570087
1.18328298086606,15.5,0.94,25.4060449884181
1.19587109768379,14,0.95,25.2723130844302
1.20845921450151,15.5,0.96,24.8851541350415
1.22104733131923,19.5,0.97,24.5754092012641
1.23363544813696,17,0.98,24.3947389814243
1.24622356495468,14.5,0.99,24.0409420303595
1.25881168177241,13.5,1,23.7557240461748
1.27139979859013,12.5,1.01,23.7864090888994
1.28398791540785,13.5,1.02,22.0080416749874
1.29657603222558,11,1.03,23.4644838966796
1.3091641490433,12,1.04,23.371497912267
1.32175226586103,12,1.05,23.341778980276
1.33434038267875,11,1.06,23.5685796648415
1.34692849949647,9,1.07,23.5697696057195
1.3595166163142,9,1.08,23.2004175807282
1.37210473313192,10.5,1.09,23.1000505865483
1.38469284994965,12.5,1.1,22.7969219202179
1.39728096676737,12.5,1.11,22.2133000513636
1.40986908358509,10,1.12,21.3014594411261
1.42245720040282,9.5,1.13,9.23298895657772
1.43504531722054,7,1.14,19.351850087138
1.44763343403827,6,1.15,18.4473815469963
1.46022155085599,6,1.16,21.8205273317552
1.47280966767371,5.5,1.17,21.5578964003218
1.48539778449144,6.5,1.18,20.75345571188
1.49798590130916,8.5,1.19,18.1558463605826
1.51057401812689,8.5,1.2,2.76633325042604
1.52316213494461,8.5,1.21,20.7504573823835
1.53575025176233,9.5,1.22,21.0208638466432
1.54833836858006,8.5,1.23,20.7615088657579
1.56092648539778,11.5,1.24,18.8400543757558
1.57351460221551,11.5,1.25,17.5010564646974
1.58610271903323,14,1.26,18.5580339186995
1.59869083585095,12.5,1.27,16.9257890925099
1.61127895266868,9,1.28,19.9558976676301
1.6238670694864,8,1.29,19.6807476790047
1.63645518630413,5.5,1.3,18.8906000182208
1.64904330312185,2,1.31,18.7612064195662
1.66163141993957,2,1.32,18.4163328328926
1.6742195367573,-1.5,1.33,18.6260285841113
1.68680765357502,1,1.34,18.3266444237593
1.69939577039275,1.5,1.35,18.3647137886068
1.71198388721047,4.5,1.36,17.0712653841513
1.72457200402819,-1.5,1.37,16.997722925806
1.73716012084592,5,1.38,16.5408726274075
1.74974823766364,10,1.39,16.7503057085581
1.76233635448137,11,1.4,16.3043740613001
1.77492447129909,12.5,1.41,16.4053990195817
1.78751258811681,10.5,1.42,16.3436553980812
1.80010070493454,5.5,1.43,15.6245259537791
1.81268882175226,-2,1.44,14.6405209386906
1.82527693856999,-7,1.45,9.50912248216898
1.83786505538771,-7.5,1.46,11.2828345375618
1.85045317220543,-4,1.47,14.4523982374274
1.86304128902316,0.5,1.48,15.0110619404394
1.87562940584088,6.5,1.49,14.5875313109321
1.88821752265861,9.5,1.5,14.1606617587352
1.90080563947633,10,1.51,13.9719552077801
1.91339375629405,8,1.52,13.5703303986281
1.92598187311178,5.5,1.53,13.6384577534778
1.9385699899295,7,1.54,13.5942857054038
1.95115810674723,7,1.55,13.8501528801607
1.96374622356495,8.5,1.56,13.4578964425076
1.97633434038267,8.5,1.57,13.3785539801309
1.9889224572004,8.5,1.58,12.930115081685
2.00151057401812,9,1.59,12.7259279392649
2.01409869083585,8,1.6,13.4114816995557
2.02668680765357,7,1.61,13.1622682854254
2.03927492447129,7.5,1.62,12.7799097851463
2.05186304128902,9,1.63,12.423646558106
2.06445115810674,11.5,1.64,11.9944477329393
2.07703927492447,9,1.65,6.89453959456214
2.08962739174219,11,1.66,11.7507859093599
2.10221550855991,10,1.67,12.6339746897523
2.11480362537764,9,1.68,12.872341008302
2.12739174219536,10,1.69,12.1543033991877
2.13997985901309,7,1.7,10.6770022224097
2.15256797583081,5.5,1.71,-1.08224699791022
2.16515609264853,2,1.72,-13.8331860071366
2.17774420946626,4,1.73,4.49576822531814
2.19033232628398,5,1.74,10.8167526539869
2.20292044310171,9.5,1.75,11.1624537642381
2.21550855991943,10.5,1.76,8.22514227685684
2.22809667673715,13.5,1.77,-12.8646644710204
2.24068479355488,13,1.78,7.71661730801743
2.2532729103726,9.5,1.79,11.3413047621283
2.26586102719033,8,1.8,11.9076028081231
2.27844914400805,8,1.81,11.4693639443359
2.29103726082577,6,1.82,9.79156025024199
2.3036253776435,7,1.83,12.0477020469666
2.31621349446122,4,1.84,11.7718311285199
2.32880161127895,2,1.85,5.24664179072725
2.34138972809667,2,1.86,9.70712054694222
2.35397784491439,0,1.87,10.8773308092793
2.36656596173212,1.5,1.88,11.6878481814082
2.37915407854984,3,1.89,10.8423858339114
2.39174219536757,6,1.9,10.8174689221224
2.40433031218529,7.5,1.91,9.65953455813621
2.41691842900301,7,1.92,6.87363812405475
2.42950654582074,8,1.93,4.82354888548465
2.44209466263846,7.5,1.94,9.64420713302044
2.45468277945619,4.5,1.95,10.3180951854966
2.46727089627391,3,1.96,9.32095797785872
2.47985901309163,4.5,1.97,8.92084501985926
2.49244712990936,2.5,1.98,-0.542594528719851
2.50503524672708,5,1.99,9.07174149424261
2.5176233635448,6.5,2,9.04189117036242
2.53021148036253,5,2.01,8.83047319756918
2.54279959718025,3,2.02,8.96640683970612
2.55538771399798,2,2.03,9.0008801442167
2.5679758308157,-1.5,2.04,8.78331015206469
2.58056394763342,-3,2.05,8.22259401185209
2.59315206445115,-4.5,2.06,7.99954791153334
2.60574018126887,-3,2.07,7.7039778143855
2.6183282980866,-1,2.08,7.13727745656852
2.63091641490432,-1,2.09,8.33303825823433
2.64350453172204,-0.5,2.1,4.54559243631414
2.65609264853977,0.5,2.11,5.40663698580812
2.66868076535749,1,2.12,6.36364381057931
2.68126888217522,1.5,2.13,7.10227646632054
2.69385699899294,2.5,2.14,3.17872348035459
2.70644511581066,4,2.15,6.67094832725285
2.71903323262839,7.5,2.16,6.65895654656403
2.73162134944611,7,2.17,6.58866577769476
2.74420946626384,6.5,2.18,5.25932804347926
2.75679758308156,7,2.19,5.3441397586786
2.76938569989928,3,2.2,5.76772329705327
2.78197381671701,1.5,2.21,6.03971106013957
2.79456193353473,3.5,2.22,3.54672238629442
2.80715005035246,1,2.23,-9.18914737761494
2.81973816717018,1,2.24,0.640096707791309
2.8323262839879,1,2.25,3.74696615630974
2.84491440080563,0,2.26,-2.31443154652653
2.85750251762335,-0.5,2.27,-2.93808098361535
2.87009063444108,-1.5,2.28,2.04751455098724
2.8826787512588,-1,2.29,-22.2583329895218
2.89526686807652,-3,2.3,2.16788319251944
2.90785498489425,-3,2.31,2.98303522920248
2.92044310171197,-2.5,2.32,1.94321922878927
2.9330312185297,-3.5,2.33,-7.56458783604515
2.94561933534742,-1,2.34,-2.4371568441802
2.95820745216514,-0.5,2.35,3.82334152342095
2.97079556898287,-2.5,2.36,3.65529060789278
2.98338368580059,-2,2.37,3.02096605631483
2.99597180261832,-3,2.38,3.86367609242799
3.00855991943604,-0.5,2.39,2.78948994705894
3.02114803625376,-2.5,2.4,3.15844061168486
3.03373615307149,-1,2.41,2.18261996406573
3.04632426988921,-0.5,2.42,-3.54230716548081
3.05891238670694,-0.5,2.43,0.842380507082057
3.07150050352466,-4.5,2.44,-5.70485210594809
3.08408862034238,-4,2.45,-0.433123973039637
3.09667673716011,-4,2.46,-5.20203568195386
3.10926485397783,-3,2.47,-8.30416391485846
3.12185297079556,-0.5,2.48,1.5639409249668
3.13444108761328,-1.5,2.49,1.21755370324733
3.147029204431,-1,2.5,1.61433606575739
3.15961732124873,-4,2.51,1.69039816111862
3.17220543806645,-6.5,2.52,0.324387465665363
3.18479355488418,-8,2.53,-2.24089136830867
